Bradi2g53600	Os01t0823400-01
Bradi3g05410	Os02t0173200-01
Bradi4g20840	Os11t0256050-00
Bradi1g35640	Os06t0625800-01
Bradi1g22470	Os07t0599900-01
Bradi2g55160	Os01t0852400-00
Bradi1g49400	Os06t0121400-00
Bradi3g52900	Os02t0707900-01
Bradi2g57940	Os01t0903100-00
Bradi2g16250	Os01t0379400-03
Bradi1g64370	Os03t0309000-01
Bradi2g11940	Os01t0314800-01
Bradi4g29220	Os09t0372800-01
Bradi5g01400	Os04t0128400-00
Bradi3g16350	Os08t0160000-01
Bradi1g65680	Os03t0288500-01
Bradi5g21300	Os04t0610700-01
Bradi2g50910	Os01t0765500-01
Bradi3g46030	Os02t0561900-00
Bradi1g63143	Os03t0335100-01
Bradi3g47847	Os02t0598200-02
Bradi2g54390	Os07t0178900-01
Bradi3g37670	Os08t0460000-01
Bradi3g15680	Os08t0174300-00
Bradi1g78220	Os08t0480100-01
Bradi4g06160	Os12t0527500-01
Bradi3g59900	Os02t0736300-01
Bradi1g60580	Os03t0393900-01
Bradi5g12870	Os04t0467700-01
Bradi1g40407	Os06t0332700-00
Bradi4g00740	Os12t0636200-01
Bradi3g59290	Os02t0747900-01
Bradi1g50770	Os06t0150500-01
Bradi1g61000	Os03t0383800-02
Bradi3g08301	Os02t0221300-01
Bradi1g02680	Os03t0835100-00
Bradi1g61470	Os03t0370400-01
Bradi1g45572	Os06t0220300-00
Bradi2g56347	Os01t0871500-01
Bradi3g37650	Os08t0459600-01
Bradi4g37130	Os09t0549300-00
Bradi1g56900	Os10t0566300-01
Bradi4g07541	Os12t0477700-02
Bradi1g13980	Os12t0610200-01
Bradi2g23430	Os05t0457700-01
Bradi1g68607	Os09t0454300-01
Bradi3g18200	Os08t0224300-01
Bradi4g26400	Os12t0132300-02
Bradi1g60000	Os03t0414100-01
Bradi3g38430	Os08t0479400-01
Bradi3g04900	Os02t0164800-01
Bradi2g05590	Os01t0187900-01
Bradi2g16750	Os05t0560900-01
Bradi5g02320	Os04t0154700-00
Bradi1g53085	Os07t0260400-01
Bradi4g30760	Os09t0427125-00
Bradi3g34950	Os08t0380100-01
Bradi3g30480	Os10t0516300-01
Bradi1g34030	Os06t0699400-01
Bradi4g38236	Os02t0537400-01
Bradi2g06620	Os01t0208700-01
Bradi3g33600	Os10t0564000-01
Bradi4g08060	Os12t0405200-01
Bradi1g38270	Os06t0548100-00
Bradi1g14877	Os03t0604600-01
Bradi2g09160	Os01t0256600-01
Bradi1g58410	Os02t0793500-01
Bradi3g03317	Os02t0137400-01
Bradi1g19520	Os07t0647600-01
Bradi2g36380	Os05t0144300-01
Bradi1g04840	Os03t0805400-01
Bradi1g61477	Os03t0370250-01
Bradi3g42580	Os08t0553800-03
Bradi1g71290	Os03t0198500-01
Bradi2g58317	Os11t0630700-00
Bradi2g11900	Os01t0314100-01
Bradi2g19440	Os01t0743800-00
Bradi5g14590	Os04t0497600-01
Bradi1g76015	Os01t0365300-01
Bradi2g23967	Os05t0442700-01
Bradi1g08250	Os04t0364800-00
Bradi4g38880	Os09t0571400-01
Bradi1g75780	Os03t0139200-01
Bradi4g02882	Os12t0595000-01
Bradi2g47880	Os01t0708900-01
Bradi2g23996	Os05t0441400-01
Bradi1g48610	Os06t0160700-01
Bradi3g00377	Os02t0102300-01
Bradi3g06695	Os02t0192001-00
Bradi2g41060	Os01t0556650-00
Bradi4g28360	Os09t0345000-02
Bradi3g06597	Os02t0190600-00
Bradi3g56540	Os02t0722700-01
Bradi3g13330	Os08t0109100-01
Bradi2g07337	Os01t0223800-01
Bradi1g44650	Os06t0102300-01
Bradi1g63710	Os01t0276700-02
Bradi3g54320	Os02t0799300-01
Bradi1g15810	Os03t0295400-01
Bradi4g38270	Os09t0565400-01
Bradi1g20160	Os07t0637000-01
Bradi4g36880	Os09t0544300-01
Bradi5g20880	Os04t0605300-01
Bradi2g10990	Os03t0848200-01
Bradi5g25220	Os06t0691900-00
Bradi1g15623	Os01t0761900-00
Bradi3g37240	Os08t0447000-01
Bradi1g26410	Os07t0512100-01
Bradi1g05320	Os03t0799100-01
Bradi1g50890	Os06t0149166-00
Bradi2g57807	Os01t0900900-01
Bradi3g01930	Os02t0120800-01
Bradi2g25180	Os11t0661000-02
Bradi3g52080	Os02t0689500-01
Bradi4g24400	Os11t0171700-01
Bradi1g64290	Os03t0310800-01
Bradi2g43570	Os01t0615500-00
Bradi1g39206	Os10t0356000-00
Bradi3g44400	Os02t0521300-01
Bradi5g21710	Os04t0614600-01
Bradi3g51920	Os02t0684400-01
Bradi3g01477	Os02t0115900-02
Bradi5g11100	Os04t0445200-01
Bradi5g16425	Os04t0528600-01
Bradi5g07660	Os04t0380300-01
Bradi3g02226	Os02t0122800-02
Bradi3g26780	Os10t0415600-03
Bradi4g05240	Os06t0110000-01
Bradi1g09460	Os03t0736300-01
Bradi3g17935	Os01t0959750-00
Bradi5g09430	Os04t0413200-01
Bradi3g07040	Os02t0195000-01
Bradi4g23700	Os11t0182400-01
Bradi4g32270	Os09t0460100-01
Bradi2g53650	Os01t0823900-01
Bradi3g34990	Os08t0379300-01
Bradi4g01860	Os06t0119800-00
Bradi5g16055	Os04t0523000-00
Bradi4g08690	Os03t0424500-01
Bradi4g41910	Os12t0162400-01
Bradi2g51247	Os01t0930000-01
Bradi5g00580	Os04t0165300-01
Bradi2g33340	Os05t0188700-01
Bradi2g10650	Os01t0277600-00
Bradi1g05116	Os03t0801700-01
Bradi2g25837	Os05t0403600-01
Bradi2g11430	Os01t0298400-01
Bradi3g37865	Os08t0466950-00
Bradi1g15490	Os03t0582200-01
Bradi4g16170	Os11t0568500-01
Bradi1g19710	Os07t0644000-01
Bradi2g44000	Os01t0623900-01
Bradi4g07510	Os11t0516100-01
Bradi1g44190	Os06t0255100-01
Bradi1g13250	Os03t0656201-01
Bradi4g32190	Os09t0458900-01
Bradi4g30030	Os09t0417500-01
Bradi2g37360	Os04t0514500-01
Bradi4g16960	Os11t0542100-01
Bradi1g42760	Os06t0313320-00
Bradi4g35257	Os09t0516500-00
Bradi3g41400	Os08t0533700-01
Bradi1g06970	Os03t0777000-01
Bradi2g05990	Os01t0197200-01
Bradi2g19293	Os07t0248100-01
Bradi1g61840	Os03t0359700-01
Bradi1g51045	Os06t0145700-01
Bradi3g32187	Os10t0539600-01
Bradi3g19940	Os08t0293100-01
Bradi1g35430	Os06t0635300-00
Bradi3g05660	Os02t0176000-00
Bradi2g38237	Os05t0128100-01
Bradi4g07790	Os12t0456100-00
Bradi1g23340	Os07t0583700-01
Bradi2g15670	Os05t0576300-01
Bradi2g19350	Os05t0524100-01
Bradi2g47670	Os01t0704700-01
Bradi2g20100	Os05t0512301-00
Bradi3g50440	Os02t0654000-01
Bradi3g08050	Os02t0215100-01
Bradi1g68487	Os03t0241600-01
Bradi1g63700	Os01t0167400-01
Bradi1g45451	Os03t0597400-01
Bradi1g07190	Os03t0773600-01
Bradi3g36460	Os08t0430200-01
Bradi2g03080	Os12t0616200-01
Bradi3g13460	Os06t0343100-01
Bradi1g27470	Os07t0485000-01
Bradi1g34250	Os06t0702000-01
Bradi2g26850	Os05t0386900-01
Bradi1g15280	Os03t0593100-01
Bradi2g37430	Os05t0114400-01
Bradi3g32240	Os10t0541200-01
Bradi4g30530	Os09t0422000-01
Bradi3g18350	Os08t0228200-00
Bradi5g08707	Os04t0394100-00
Bradi3g12880	Os08t0100700-01
Bradi1g23280	Os07t0584500-01
Bradi4g14570	Os11t0599000-00
Bradi3g01527	Os02t0116500-01
Bradi1g29800	Os06t0727200-02
Bradi2g48082	Os01t0714100-01
Bradi3g07047	Os02t0195500-01
Bradi3g26770	Os05t0177000-01
Bradi4g27740	Os09t0306650-01
Bradi1g03681	Os03t0821350-01
Bradi5g17400	Os04t0545100-01
Bradi3g46980	Os02t0580500-01
Bradi3g06922	Os09t0547800-01
Bradi1g76740	Os03t0127000-01
Bradi3g40337	Os08t0521800-01
Bradi5g26070	Os04t0676200-01
Bradi5g25950	Os04t0674300-01
Bradi2g02750	Os01t0141700-01
Bradi1g36230	Os06t0609600-02
Bradi2g51050	Os01t0768200-01
Bradi4g30750	Os09t0426800-01
Bradi5g12710	Os04t0465100-01
Bradi3g52420	Os02t0698800-01
Bradi4g30690	Os09t0425400-00
Bradi3g46800	Os02t0576700-01
Bradi2g06960	Os01t0159500-01
Bradi4g35040	Os09t0513500-00
Bradi4g34876	Os09t0306450-00
Bradi1g45030	Os06t0232200-00
Bradi5g27260	Os04t0689500-02
Bradi1g05774	Os11t0269100-00
Bradi3g46580	Os02t0573300-01
Bradi3g42190	Os08t0547500-01
Bradi3g51280	Os02t0667500-01
Bradi1g64597	Os03t0305500-02
Bradi2g23890	Os05t0443900-01
Bradi1g66290	Os03t0280000-01
Bradi1g66400	Os03t0278700-01
Bradi3g30017	Os10t0499400-01
Bradi4g12060	Os11t0638900-01
Bradi1g22770	Os07t0595700-01
Bradi4g27910	Os09t0315700-01
Bradi4g02760	Os12t0596800-01
Bradi1g09737	Os05t0310500-02
Bradi2g16890	Os04t0326366-00
Bradi1g54656	Os07t0194400-00
Bradi4g24635	Os05t0355500-01
Bradi3g29130	Os10t0483500-01
Bradi1g07470	Os03t0767500-01
Bradi2g54047	Os01t0832000-01
Bradi4g35287	Os09t0502600-00
Bradi2g23597	Os05t0452900-02
Bradi1g76370	Os03t0130800-01
Bradi1g21755	Os07t0608300-01
Bradi1g18440	Os03t0350100-02
Bradi2g25400	Os05t0411300-01
Bradi3g23290	Os10t0382300-01
Bradi5g13770	Os04t0483600-01
Bradi1g45565	Os01t0641700-01
Bradi2g61710	Os01t0965400-01
Bradi3g48970	Os02t0621100-01
Bradi5g19700	Os04t0587200-00
Bradi1g18010	Os07t0674200-01
Bradi1g55120	Os07t0185900-01
Bradi3g29917	Os10t0495600-01
Bradi4g17191	Os05t0397100-00
Bradi4g18065	Os08t0290700-01
Bradi4g06434	Os12t0511300-02
Bradi1g15390	Os03t0586600-01
Bradi1g77920	Os03t0110600-00
Bradi5g22890	Os05t0193700-00
Bradi2g56740	Os01t0878000-02
Bradi5g08700	Os04t0394500-00
Bradi1g61820	Os03t0360500-01
Bradi2g11830	Os01t0311500-01
Bradi2g62150	Os01t0973000-01
Bradi2g34490	Os05t0168300-01
Bradi3g49160	Os02t0623600-01
Bradi1g41396	Os05t0126400-01
Bradi1g09810	Os03t0730800-01
Bradi1g67640	Os03t0257600-01
Bradi1g24760	Os07t0562700-01
Bradi1g28990	Os07t0436100-01
Bradi5g03730	Os04t0212450-00
Bradi3g45677	Os02t0552400-00
Bradi1g24920	Os07t0558000-01
Bradi1g24820	Os07t0559700-00
Bradi2g59267	Os01t0924900-01
Bradi3g18800	Os08t0242400-01
Bradi4g24140	Os11t0177200-01
Bradi2g38100	Os05t0125500-01
Bradi4g08357	Os09t0111100-01
Bradi2g43670	Os01t0617800-01
Bradi1g04030	Os03t0816500-01
Bradi1g18390	Os07t0667100-00
Bradi4g43180	Os10t0492200-01
Bradi2g10780	Os01t0279200-02
Bradi1g57120	Os07t0159900-01
Bradi3g33895	Os10t0569100-01
Bradi1g63360	Os04t0672200-01
Bradi1g11680	Os03t0700400-01
Bradi2g08518	Os01t0243100-01
Bradi3g37720	Os04t0273900-00
Bradi2g35807	Os05t0149800-01
Bradi2g05940	Os01t0195500-01
Bradi3g05220	Os02t0169300-01
Bradi5g17040	Os04t0221000-01
Bradi1g52291	Os06t0103300-01
Bradi2g21120	Os05t0496200-01
Bradi1g27910	Os10t0109600-01
Bradi1g54890	Os07t0190000-01
Bradi4g25630	Os12t0112800-00
Bradi2g21150	Os05t0495700-01
Bradi3g59820	Os02t0738400-02
Bradi1g61090	Os03t0154700-01
Bradi2g14250	Os05t0595100-01
Bradi3g44970	Os02t0534000-00
Bradi4g05483	Os12t0542200-00
Bradi1g42370	Os11t0638700-00
Bradi1g64030	Os03t0319200-00
Bradi1g49390	Os06t0121300-01
Bradi2g34495	Os02t0803900-01
Bradi1g23520	Os03t0405500-01
Bradi4g10153	Os11t0674400-00
Bradi5g13920	Os04t0486800-01
Bradi1g07220	Os03t0773000-01
Bradi5g09640	Os04t0416100-01
Bradi1g44740	Os06t0238000-00
Bradi3g49427	Os02t0631500-00
Bradi4g35500	Os09t0520800-01
Bradi2g24730	Os05t0426800-00
Bradi3g11300	Os02t0331200-02
Bradi3g10690	Os02t0324300-01
Bradi1g67720	Os03t0255900-01
Bradi2g03497	Os01t0103700-01
Bradi1g14391	Os03t0626100-01
Bradi3g45220	Os02t0539500-01
Bradi3g48890	Os02t0618700-01
Bradi5g14680	Os04t0499100-01
Bradi3g52016	Os02t0686700-01
Bradi1g15090	Os03t0598700-01
Bradi5g23570	Os04t0641400-02
Bradi1g03480	Os03t0823800-01
Bradi5g27270	Os09t0111800-02
Bradi1g57900	Os07t0134200-01
Bradi2g04140	Os01t0167600-00
Bradi4g12990	Os11t0625900-01
Bradi1g63575	Os03t0328300-01
Bradi1g34340	Os02t0141100-00
Bradi2g23490	Os05t0455700-02
Bradi4g15390	Os11t0231800-00
Bradi4g36560	Os09t0539800-01
Bradi1g56860	Os07t0162700-01
Bradi2g50000	Os01t0752100-01
Bradi1g63580	Os07t0682800-01
Bradi2g52750	Os01t0805500-00
Bradi2g60720	Os01t0949060-01
Bradi1g10860	Os02t0589400-01
Bradi4g00230	Os12t0640800-01
Bradi2g01380	Os01t0118400-01
Bradi1g08510	Os03t0750100-00
Bradi1g19900	Os07t0640900-02
Bradi1g72960	Os03t0174900-01
Bradi3g21530	Os10t0102400-01
Bradi5g11690	Os04t0448300-01
Bradi1g32330	Os06t0669700-01
Bradi3g59730	Os02t0739900-01
Bradi3g02200	Os02t0122500-00
Bradi3g56930	Os02t0732500-01
Bradi2g45830	Os01t0664000-00
Bradi5g14420	Os04t0493600-01
Bradi2g33570	Os04t0208500-01
Bradi5g06207	Os04t0359100-01
Bradi3g29880	Os10t0495300-01
Bradi1g39120	Os06t0539500-00
Bradi2g05730	Os01t0191800-01
Bradi4g26020	Os12t0121300-01
Bradi5g26320	Os04t0679400-01
Bradi1g42810	Os06t0308100-01
Bradi5g18307	Os04t0561800-00
Bradi5g22300	Os04t0624500-01
Bradi1g76270	Os03t0132200-01
Bradi2g05907	Os01t0195200-01
Bradi1g32217	Os06t0667500-01
Bradi2g38780	Os01t0974500-01
Bradi5g24830	Os04t0660100-02
Bradi1g28340	Os07t0468100-01
Bradi4g39490	Os06t0473200-01
Bradi1g68910	Os03t0234600-00
Bradi1g28216	Os07t0472300-01
Bradi4g40720	Os12t0190100-01
Bradi1g46523	Os06t0199700-00
Bradi3g35940	Os08t0417000-01
Bradi4g43230	Os12t0137500-01
Bradi1g19240	Os07t0656800-01
Bradi1g03900	Os03t0818300-01
Bradi2g20897	Os05t0498500-01
Bradi5g10412	Os08t0268000-01
Bradi1g33061	Os12t0541250-01
Bradi2g25920	Os05t0401000-01
Bradi3g59230	Os02t0749500-01
Bradi2g32970	Os01t0273200-00
Bradi1g67190	Os03t0265200-01
Bradi5g15010	Os04t0505200-02
Bradi2g37860	Os02t0268100-01
Bradi5g26467	Os04t0681950-00
Bradi3g04770	Os06t0681300-02
Bradi3g39050	Os10t0104900-01
Bradi4g20110	Os11t0309000-03
Bradi1g38780	Os06t0531900-01
Bradi1g46230	Os06t0208300-01
Bradi5g12395	Os04t0460350-00
Bradi3g28907	Os10t0479600-01
Bradi5g17510	Os04t0548000-01
Bradi1g34110	Os06t0700100-01
Bradi1g53862	Os07t0223100-01
Bradi1g06990	Os03t0776400-01
Bradi1g59270	Os07t0109400-01
Bradi3g00940	Os02t0106700-01
Bradi1g50720	Os06t0281800-01
Bradi1g04940	Os03t0804100-00
Bradi5g23120	Os04t0634500-01
Bradi3g23230	Os10t0392700-02
Bradi4g29870	Os09t0407200-01
Bradi1g52000	Os08t0157700-00
Bradi4g11517	Os05t0188600-01
Bradi5g04120	Os04t0228400-01
Bradi1g63190	Os03t0336000-01
Bradi1g55511	Os07t0180800-00
Bradi3g07070	Os02t0195800-01
Bradi4g26130	Os12t0124000-03
Bradi1g11145	Os02t0811902-00
Bradi3g16170	Os03t0576700-01
Bradi5g20940	Os04t0606500-01
Bradi1g32680	Os06t0675300-01
Bradi4g45110	Os10t0324600-01
Bradi1g14840	Os12t0581600-01
Bradi2g51990	Os01t0784900-00
Bradi1g30140	Os06t0716800-01
Bradi1g15295	Os05t0375400-01
Bradi5g14360	Os08t0412600-01
Bradi2g20570	Os05t0503000-01
Bradi3g05520	Os02t0174200-01
Bradi1g56500	Os07t0167200-01
Bradi4g14500	Os11t0599200-01
Bradi1g14220	Os03t0633900-01
Bradi2g03540	Os10t0104700-01
Bradi4g36720	Os09t0542100-01
Bradi1g10447	Os03t0721200-01
Bradi1g00980	Os03t0856500-01
Bradi4g36570	Os09t0540500-01
Bradi1g08150	Os03t0757100-00
Bradi2g52260	Os01t0793300-01
Bradi4g41260	Os12t0176200-01
Bradi3g33010	Os10t0554001-01
Bradi1g64100	Os03t0317000-01
Bradi4g45150	Os11t0104050-01
Bradi4g23330	Os05t0239100-01
Bradi3g43070	Os08t0561700-01
Bradi1g00910	Os03t0857750-00
Bradi2g59330	Os01t0925300-01
Bradi1g19090	Os08t0290200-00
Bradi2g25470	Os05t0410200-01
Bradi3g29840	Os10t0494000-01
Bradi4g02541	Os04t0166000-01
Bradi1g44177	Os06t0255200-01
Bradi1g07810	Os07t0114400-01
Bradi2g50210	Os01t0756000-00
Bradi1g62652	Os07t0671000-00
Bradi4g41250	Os12t0176300-01
Bradi1g51290	Os06t0140100-01
Bradi1g24541	Os07t0565500-01
Bradi4g07410	Os12t0481000-00
Bradi1g28825	Os07t0446000-01
Bradi5g14667	Os04t0498900-01
Bradi5g14510	Os05t0305700-01
Bradi1g04120	Os03t0815700-01
Bradi1g53027	Os07t0265100-01
Bradi3g32100	Os10t0536500-01
Bradi2g39940	Os11t0585200-01
Bradi2g13540	Os01t0519100-01
Bradi5g23760	Os04t0644300-01
Bradi1g04210	Os03t0812000-01
Bradi3g29810	Os10t0493600-02
Bradi4g38170	Os05t0216950-00
Bradi2g27197	Os02t0288000-01
Bradi4g45140	Os10t0487500-01
Bradi2g03670	Os01t0102500-01
Bradi2g06920	Os01t0214400-01
Bradi3g34320	Os10t0576600-01
Bradi3g28520	Os01t0500900-01
Bradi1g31830	Os06t0664400-01
Bradi2g33657	Os01t0183633-01
Bradi4g32934	Os09t0474100-01
Bradi1g23950	Os07t0573000-01
Bradi3g42390	Os08t0548500-01
Bradi1g08230	Os03t0756300-01
Bradi1g25250	Os07t0549100-01
Bradi4g34852	Os09t0510000-01
Bradi3g35550	Os08t0408200-01
Bradi4g36410	Os09t0536400-01
Bradi1g19120	Os07t0658100-01
Bradi4g34157	Os09t0497900-01
Bradi5g19410	Os02t0685600-01
Bradi1g60397	Os03t0397700-01
Bradi1g23895	Os07t0573900-00
Bradi2g13390	Os05t0140500-01
Bradi1g20540	Os07t0629000-01
Bradi2g23126	Os02t0716500-01
Bradi1g68040	Os03t0249500-01
Bradi4g38260	Os09t0565200-02
Bradi2g14600	Os05t0196500-01
Bradi3g38282	Os08t0376550-00
Bradi1g37977	Os06t0556200-01
Bradi1g27947	Os07t0479600-01
Bradi2g47620	Os01t0703600-01
Bradi2g12857	Os01t0362000-01
Bradi1g68110	Os03t0248000-02
Bradi4g01570	Os12t0616200-01
Bradi3g27430	Os10t0438800-01
Bradi1g15251	Os09t0341600-01
Bradi4g31460	Os09t0442600-01
Bradi1g30600	Os06t0644800-02
Bradi1g11410	Os03t0712300-01
Bradi3g32820	Os10t0548900-01
Bradi2g41540	Os01t0572100-01
Bradi2g51760	Os01t0780400-02
Bradi4g35450	Os09t0518600-00
Bradi1g60460	Os03t0396900-02
Bradi5g06640	Os04t0350300-00
Bradi3g10180	Os02t0274100-01
Bradi4g35510	Os09t0521100-01
Bradi2g61210	Os11t0485200-01
Bradi4g13240	Os04t0486300-01
Bradi1g48257	Os06t0167100-01
Bradi3g16645	Os08t0156066-01
Bradi1g42860	Os06t0116600-01
Bradi1g49120	Os06t0154200-01
Bradi2g49540	Os01t0743500-01
Bradi5g16083	Os04t0523500-00
Bradi4g40080	Os08t0386300-02
Bradi1g36290	Os04t0663300-01
Bradi1g54060	Os07t0211700-00
Bradi4g24780	Os07t0526400-01
Bradi2g00310	Os01t0157900-01
Bradi5g12340	Os04t0459600-01
Bradi2g01360	Os01t0118100-01
Bradi1g28520	Os10t0153900-01
Bradi1g65590	Os03t0289800-01
Bradi3g30110	Os10t0501500-01
Bradi5g03420	Os05t0588200-01
Bradi1g05792	Os05t0181902-00
Bradi2g58987	Os01t0920500-01
Bradi1g58220	Os07t0143000-01
Bradi2g47720	Os01t0705300-01
Bradi1g36220	Os06t0609700-01
Bradi2g20767	Os05t0500500-01
Bradi3g01740	Os02t0119200-01
Bradi3g38260	Os08t0470700-00
Bradi3g45820	Os02t0556600-01
Bradi1g62507	Os04t0208500-01
Bradi2g04620	Os01t0174500-01
Bradi1g65010	Os03t0298700-01
Bradi3g39150	Os08t0493800-01
Bradi1g14677	Os03t0612400-00
Bradi5g27720	Os10t0474600-00
Bradi3g35850	Os08t0416000-01
Bradi1g45630	Os06t0219700-01
Bradi2g00840	Os09t0569400-01
Bradi2g48760	Os05t0518300-01
Bradi3g38210	Os05t0519600-02
Bradi5g25310	Os04t0665500-01
Bradi3g21030	Os10t0148100-01
Bradi1g37967	Os12t0595000-01
Bradi5g01340	Os04t0129200-00
Bradi1g10600	Os05t0372200-00
Bradi1g15430	Os01t0702000-01
Bradi3g45380	Os02t0548700-00
Bradi2g25417	Os05t0410900-02
Bradi1g74560	Os03t0158500-01
Bradi2g10810	Os01t0279700-01
Bradi2g16237	Os05t0566900-01
Bradi4g07952	Os04t0354200-00
Bradi3g51140	Os02t0670400-01
Bradi1g36190	Os06t0610100-00
Bradi1g05270	Os03t0799400-00
Bradi1g02030	Os03t0843400-01
Bradi4g01420	Os10t0498000-01
Bradi4g27030	Os09t0279300-00
Bradi3g43160	Os02t0467600-01
Bradi2g53045	Os01t0812850-00
Bradi1g37280	Os06t0583900-01
Bradi3g43670	Os02t0491900-00
Bradi2g36230	Os05t0270200-01
Bradi4g02570	Os12t0601800-01
Bradi1g10058	Os03t0726900-02
Bradi1g03820	Os03t0819900-01
Bradi4g40160	Os12t0210400-01
Bradi2g21426	Os10t0195100-00
Bradi1g07640	Os03t0764450-00
Bradi4g34840	Os09t0509400-01
Bradi4g08587	Os07t0265600-01
Bradi5g13090	Os04t0471700-00
Bradi5g11650	Os04t0447950-00
Bradi2g02370	Os08t0140500-01
Bradi2g56767	Os01t0878700-02
Bradi2g08540	Os01t0243400-01
Bradi2g43056	Os01t0940700-02
Bradi1g19080	Os07t0658400-02
Bradi3g48860	Os02t0617700-01
Bradi1g37706	Os04t0243400-01
Bradi2g19010	Os05t0529700-03
Bradi2g09050	Os04t0422200-00
Bradi1g11350	Os03t0711600-02
Bradi2g09120	Os01t0254900-01
Bradi5g18710	Os04t0569000-01
Bradi1g25910	Os06t0685100-00
Bradi3g60420	Os02t0829100-01
Bradi4g25950	Os12t0118900-01
Bradi3g30158	Os10t0502300-00
Bradi1g24431	Os01t0500900-01
Bradi3g15570	Os02t0809900-01
Bradi4g40210	Os10t0254720-01
Bradi1g66110	Os01t0836600-01
Bradi2g17020	Os10t0197800-00
Bradi5g09120	Os04t0407900-01
Bradi1g50250	Os06t0111300-00
Bradi1g70220	Os03t0212400-01
Bradi1g20380	Os06t0593100-01
Bradi1g22650	Os07t0597200-01
Bradi5g06485	Os04t0352066-00
Bradi2g25550	Os05t0408900-03
Bradi3g41711	Os01t0536400-01
Bradi2g38256	Os02t0629900-01
Bradi1g23545	Os02t0230625-00
Bradi2g52450	Os01t0799100-01
Bradi5g19330	Os04t0583200-01
Bradi1g53550	Os03t0824600-00
Bradi5g08220	Os02t0510200-01
Bradi2g36237	Os05t0145400-01
Bradi1g28380	Os07t0467800-01
Bradi4g39600	Os12t0236400-01
Bradi3g26660	Os10t0413500-01
Bradi1g74810	Os03t0153100-00
Bradi2g16940	Os05t0557500-01
Bradi1g11200	Os03t0708800-01
Bradi1g58317	Os08t0243100-01
Bradi1g17335	Os07t0686100-01
Bradi1g59220	Os07t0108300-01
Bradi2g22400	Os01t0825500-01
Bradi3g54150	Os08t0290400-01
Bradi1g30656	Os06t0646000-01
Bradi1g68050	Os03t0249300-01
Bradi2g25260	Os05t0417100-01
Bradi1g50440	Os10t0381200-00
Bradi1g44307	Os06t0251000-01
Bradi2g41270	Os01t0559600-01
Bradi2g60270	Os01t0937900-00
Bradi2g15940	Os05t0569300-01
Bradi1g49020	Os06t0156400-00
Bradi1g26310	Os07t0515100-01
Bradi5g14750	Os04t0501000-00
Bradi1g30130	Os06t0716700-02
Bradi2g33980	Os05t0179300-01
Bradi2g02506	Os01t0138300-01
Bradi2g58677	Os01t0916400-01
Bradi4g04010	Os01t0932500-01
Bradi1g68445	Os01t0958500-01
Bradi3g28190	Os10t0464800-00
Bradi5g12976	Os03t0831700-01
Bradi1g63791	Os03t0323900-01
Bradi5g04330	Os07t0525400-01
Bradi4g26860	Os11t0109500-01
Bradi2g09627	Os01t0253600-01
Bradi3g49340	Os07t0299800-01
Bradi1g50220	Os06t0111500-01
Bradi3g49320	Os02t0628600-01
Bradi3g09770	Os02t0260700-01
Bradi1g29464	Os07t0172200-01
Bradi3g30740	Os10t0509200-01
Bradi2g24280	Os05t0432500-01
Bradi5g10630	Os04t0436800-01
Bradi1g78460	Os03t0101900-01
Bradi3g57520	Os02t0773300-01
Bradi3g59370	Os02t0745400-01
Bradi2g34080	Os05t0224700-00
Bradi3g30400	Os10t0508100-01
Bradi3g33370	Os10t0560900-01
Bradi4g37046	Os07t0247100-01
Bradi2g38080	Os05t0125200-01
Bradi2g26807	Os05t0384800-01
Bradi1g08294	Os03t0754900-02
Bradi1g64480	Os03t0307400-01
Bradi1g45950	Os03t0358800-00
Bradi4g23490	Os02t0454500-01
Bradi2g31490	Os05t0318700-01
Bradi2g36370	Os05t0144400-01
Bradi1g65920	Os03t0284000-00
Bradi1g75220	Os10t0447900-01
Bradi1g67840	Os03t0254000-01
Bradi3g39310	Os08t0499900-01
Bradi1g72440	Os03t0183500-01
Bradi2g53960	Os01t0830000-01
Bradi2g34580	Os05t0164100-01
Bradi2g62450	Os03t0279200-01
Bradi4g05317	Os12t0548100-01
Bradi3g05990	Os02t0180000-01
Bradi5g25547	Os04t0669100-01
Bradi1g31240	Os06t0656300-01
Bradi1g63695	Os03t0325400-01
Bradi1g42430	Os06t0495800-01
Bradi2g08832	Os01t0251000-01
Bradi2g24690	Os05t0427300-03
Bradi1g36467	Os06t0606900-01
Bradi2g18443	Os04t0125700-01
Bradi1g19970	Os07t0639600-01
Bradi4g39310	Os12t0263000-02
Bradi4g02910	Os12t0594200-00
Bradi5g20597	Os04t0600800-01
Bradi1g06387	Os03t0786800-01
Bradi2g35730	Os05t0150400-01
Bradi1g46940	Os06t0188700-00
Bradi3g46805	Os02t0576900-00
Bradi3g45150	Os02t0537775-00
Bradi2g14138	Os04t0367400-02
Bradi4g31215	Os09t0438500-00
Bradi1g21620	Os07t0613300-01
Bradi1g52980	Os07t0274300-00
Bradi3g57800	Os02t0768700-01
Bradi4g27240	Os09t0284200-01
Bradi1g05670	Os03t0794700-01
Bradi3g55140	Os02t0814700-01
Bradi2g15877	Os05t0571200-01
Bradi1g06315	Os03t0788250-00
Bradi4g30120	Os09t0412400-01
Bradi1g47050	Os06t0187000-01
Bradi1g14790	Os03t0829000-01
Bradi1g15120	Os03t0598100-01
Bradi2g25507	Os05t0409300-01
Bradi3g18527	Os08t0230000-01
